customerID,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1678-LMNO86,Male,0,No,No,40.0,DSL,No,No,One year,No,Electronic check,49.96,1993.57,Yes
1679-LMNO55,Male,0,Yes,No,3.0,DSL,Yes,No,Month-to-month,Yes,Mailed check,61.71,185.44,Yes
1680-ABCD10,Female,0,Yes,Yes,1.0,Fiber optic,No,Yes,Month-to-month,No,Credit card (automatic),74.37,72.27,Yes
1681-LMNO85,Female,0,No,Yes,3.0,Fiber optic,No,No,Month-to-month,Yes,Electronic check,76.28,230.2,Yes
1682-ABCD21,Male,0,Yes,Yes,5.0,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.02,83.48,No
1683-ABCD42,Male,0,Yes,Yes,1.0,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,12.75,No
1684-ABCD78,Male,0,Yes,No,50.0,Fiber optic,No,No,Two year,Yes,Credit card (automatic),75.78,3782.03,No
1685-ABCD55,Female,0,No,No,1.0,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),66.15,60.4,No
1686-LMNO39,Male,1,Yes,No,44.0,Fiber optic,No,No,Two year,No,Bank transfer (automatic),69.51,3055.31,No
1687-ABCD56,Male,1,No,No,19.0,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.56,1571.2,No
1688-LMNO58,Male,1,Yes,Yes,22.0,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,80.05,1761.56,Yes
1689-LMNO93,Male,0,Yes,No,2.0,No,No internet service,No internet service,Month-to-month,No,Mailed check,22.49,45.42,Yes
1690-WXYZ27,Female,0,No,No,22.0,No,No internet service,No internet service,One year,No,Credit card (automatic),18.66,405.64,No
1691-WXYZ77,Male,0,Yes,Yes,39.0,No,No internet service,No internet service,One year,No,Mailed check,18.0,701.89,No
1692-WXYZ42,Male,0,No,No,19.0,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,74.63,1424.25,No
1693-LMNO45,Male,0,Yes,Yes,39.0,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),63.38,2473.3,No
1694-WXYZ28,Male,0,Yes,No,47.0,DSL,No,Yes,Two year,Yes,Bank transfer (automatic),44.26,2084.27,No
1695-LMNO37,Male,0,Yes,Yes,63.0,DSL,No,Yes,Two year,Yes,Credit card (automatic),49.45,3112.82,No
1696-ABCD85,Female,1,No,No,1.0,Fiber optic,No,No,Month-to-month,Yes,Electronic check,74.58,72.18,Yes
1697-WXYZ24,Female,0,No,No,42.0,DSL,No,No,One year,Yes,Bank transfer (automatic),47.14,1982.49,No
1698-ABCD48,Female,0,No,No,13.0,DSL,No,No,Month-to-month,Yes,Electronic check,40.6,523.11,No
1699-WXYZ72,Female,0,Yes,Yes,4.0,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.8,82.6,No
1700-ABCD83,Female,0,No,No,1.0,DSL,Yes,No,Month-to-month,No,Electronic check,61.78,62.71,Yes
1701-WXYZ60,Male,1,No,No,8.0,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,142.05,No
1702-LMNO86,Female,0,No,No,60.0,Fiber optic,No,No,Two year,Yes,Electronic check,71.88,4308.58,No
1703-WXYZ23,Female,1,No,No,16.0,DSL,No,No,Month-to-month,Yes,Electronic check,37.61,598.51,No
1704-WXYZ60,Female,0,No,No,27.0,Fiber optic,No,Yes,One year,No,Electronic check,61.23,1646.32,Yes
1705-WXYZ82,Female,0,Yes,No,52.0,Fiber optic,No,Yes,Two year,Yes,Electronic check,66.79,3474.47,No
1706-ABCD48,Male,0,No,No,1.0,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.47,92.64,No
1707-LMNO93,Female,0,Yes,Yes,3.0,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,89.3,265.38,Yes
1708-WXYZ36,Female,0,No,Yes,66.0,No,No internet service,No internet service,Two year,No,Mailed check,18.0,1201.69,No
1709-ABCD11,Female,0,Yes,No,7.0,Fiber optic,No,No,Month-to-month,Yes,Electronic check,77.34,537.59,Yes
1710-ABCD47,Male,0,Yes,No,14.0,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,282.59,No
1711-LMNO25,Male,0,Yes,Yes,5.0,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,77.26,390.15,Yes
1712-WXYZ49,Male,0,Yes,No,9.0,Fiber optic,No,No,Month-to-month,No,Mailed check,71.52,646.78,No
1713-WXYZ90,Female,1,Yes,Yes,43.0,DSL,Yes,Yes,Two year,Yes,Bank transfer (automatic),66.36,2856.83,No
1714-ABCD21,Male,0,No,Yes,37.0,Fiber optic,Yes,Yes,One year,No,Credit card (automatic),82.58,3060.82,No
1715-LMNO74,Male,0,No,No,11.0,DSL,No,No,Month-to-month,Yes,Credit card (automatic),49.89,544.13,No
1716-LMNO54,Female,0,No,No,6.0,Fiber optic,No,No,Month-to-month,No,Credit card (automatic),77.21,465.12,Yes
1717-LMNO94,Male,1,No,No,61.0,No,No internet service,No internet service,Two year,No,Electronic check,20.2,1225.2,No
1718-WXYZ58,Female,1,Yes,No,1.0,Fiber optic,Yes,No,Month-to-month,No,Credit card (automatic),81.27,86.6,Yes
1719-LMNO34,Male,0,No,No,8.0,DSL,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50.85,411.78,No
1720-LMNO33,Female,0,Yes,No,65.0,Fiber optic,Yes,No,Two year,Yes,Credit card (automatic),90.83,5909.17,No
1721-ABCD47,Female,0,No,No,50.0,DSL,Yes,No,Two year,Yes,Electronic check,53.71,2685.24,No
1722-ABCD63,Female,1,Yes,No,18.0,DSL,No,Yes,Month-to-month,No,Credit card (automatic),44.49,805.96,Yes
1723-LMNO27,Female,1,Yes,Yes,3.0,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,88.6,266.64,Yes
1724-LMNO54,Male,1,Yes,Yes,8.0,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.88,597.96,Yes
1725-LMNO82,Male,0,Yes,Yes,33.0,DSL,No,No,Month-to-month,No,Mailed check,43.55,1435.61,No
1726-ABCD39,Male,0,Yes,No,39.0,No,No internet service,No internet service,One year,Yes,Mailed check,18.0,700.39,No
1727-WXYZ41,Female,1,Yes,Yes,10.0,Fiber optic,Yes,No,Month-to-month,No,Mailed check,92.85,930.64,No
1728-LMNO76,Female,0,No,No,,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,,No
1729-LMNO50,Male,0,No,No,1.0,DSL,No,Yes,Month-to-month,Yes,Credit card (automatic),44.11,42.93,No
1730-LMNO32,Female,0,Yes,No,58.0,DSL,No,No,Two year,Yes,Bank transfer (automatic),42.06,2439.23,No
1731-LMNO57,Male,1,Yes,No,8.0,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.99,145.24,Yes
1732-WXYZ66,Female,0,No,No,5.0,DSL,Yes,Yes,Month-to-month,No,Electronic check,52.13,261.14,Yes
1733-WXYZ42,Female,0,Yes,No,45.0,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.99,1127.02,No
1734-LMNO43,Male,0,No,No,30.0,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.65,1763.68,No
1735-ABCD16,Male,0,Yes,No,4.0,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,74.5,290.51,Yes
1736-ABCD65,Male,0,No,No,9.0,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),55.08,500.79,No
1737-ABCD74,Female,0,No,No,10.0,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.79,237.52,Yes
1738-LMNO29,Female,0,No,No,8.0,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.29,149.79,No
1739-LMNO38,Male,0,No,No,7.0,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,81.06,577.63,No
1740-WXYZ69,Male,1,Yes,No,4.0,Fiber optic,No,No,Month-to-month,No,Mailed check,70.66,283.41,No
1741-WXYZ44,Male,0,Yes,No,28.0,DSL,No,No,Month-to-month,No,Electronic check,43.51,1213.05,No
1742-LMNO20,Female,0,No,Yes,7.0,DSL,No,Yes,Month-to-month,Yes,Mailed check,45.55,312.04,No
1743-ABCD47,Female,1,No,No,9.0,Fiber optic,Yes,Yes,Month-to-month,No,Credit card (automatic),86.6,773.07,No
1744-ABCD17,Male,0,Yes,No,12.0,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,65.92,786.3,Yes
1745-WXYZ57,Female,0,No,No,1.0,DSL,Yes,No,Month-to-month,No,Electronic check,57.12,61.99,Yes
1746-WXYZ74,Female,0,Yes,No,56.0,DSL,Yes,No,Two year,Yes,Credit card (automatic),56.33,3157.22,No
1747-LMNO13,Male,0,Yes,Yes,12.0,No,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,221.34,Yes
1748-ABCD59,Male,0,No,No,17.0,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,300.71,No
1749-ABCD39,Female,0,Yes,Yes,54.0,Fiber optic,No,No,One year,Yes,Electronic check,68.55,3691.73,Yes
1750-LMNO76,Female,0,No,Yes,24.0,No,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,435.2,No
1751-LMNO54,Male,0,Yes,Yes,50.0,DSL,No,No,One year,Yes,Mailed check,45.8,2289.68,No
1752-WXYZ36,Male,0,Yes,Yes,30.0,No,No internet service,No internet service,One year,Yes,Credit card (automatic),18.43,548.92,No
1753-WXYZ73,Male,0,No,No,45.0,Fiber optic,No,Yes,One year,No,Mailed check,66.47,2996.13,No
1754-LMNO60,Female,0,No,Yes,21.0,Fiber optic,No,Yes,One year,No,Bank transfer (automatic),60.37,1274.26,No
1755-WXYZ15,Male,0,Yes,No,1.0,DSL,No,No,Month-to-month,Yes,Credit card (automatic),40.48,49.1,No
1756-LMNO24,Male,0,Yes,No,18.0,No,No internet service,No internet service,One year,Yes,Credit card (automatic),18.18,322.08,No
1757-ABCD39,Female,0,Yes,No,15.0,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.79,378.0,No
1758-WXYZ46,Female,0,Yes,Yes,1.0,DSL,Yes,No,Month-to-month,No,Credit card (automatic),59.65,61.6,No
1759-WXYZ44,Male,0,No,No,66.0,Fiber optic,Yes,No,Two year,Yes,Mailed check,77.43,5107.27,No
1760-LMNO15,Male,1,No,No,2.0,DSL,No,Yes,Month-to-month,No,Bank transfer (automatic),45.49,97.03,No
1761-WXYZ82,Female,1,Yes,No,38.0,No,No internet service,No internet service,Two year,Yes,Mailed check,18.0,679.57,No
1762-ABCD38,Male,0,Yes,Yes,1.0,DSL,No,Yes,Month-to-month,Yes,Mailed check,47.85,44.71,Yes
1763-ABCD68,Male,0,No,No,61.0,DSL,No,No,Month-to-month,Yes,Electronic check,37.69,2303.61,No
1764-LMNO26,Female,0,No,No,4.0,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),76.06,301.16,Yes
1765-ABCD31,Male,1,No,No,19.0,DSL,Yes,No,One year,No,Mailed check,62.24,1184.59,No
1766-ABCD46,Female,0,No,No,15.0,DSL,Yes,No,Month-to-month,Yes,Electronic check,58.96,881.91,Yes
1767-ABCD58,Female,0,Yes,No,2.0,No,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,36.87,No
1768-ABCD43,Male,0,No,No,25.0,DSL,Yes,No,Month-to-month,Yes,Credit card (automatic),52.7,1318.73,No
1769-ABCD95,Male,0,No,No,45.0,DSL,No,Yes,One year,Yes,Bank transfer (automatic),48.43,2174.56,No
1770-ABCD96,Female,1,No,No,5.0,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.02,121.14,Yes
1771-LMNO12,Female,0,Yes,No,53.0,Fiber optic,Yes,Yes,Two year,No,Credit card (automatic),90.21,4778.5,No
1772-WXYZ41,Female,0,Yes,Yes,1.0,Fiber optic,No,Yes,Month-to-month,No,Bank transfer (automatic),78.34,73.56,Yes
1773-ABCD60,Female,0,Yes,Yes,8.0,DSL,Yes,No,Month-to-month,Yes,Electronic check,63.75,504.43,Yes
1774-WXYZ94,Male,0,No,No,8.0,Fiber optic,Yes,No,Month-to-month,No,Mailed check,87.04,690.81,Yes
1775-WXYZ30,Female,0,Yes,No,52.0,Fiber optic,No,No,Two year,Yes,Electronic check,81.94,4257.85,No
1776-LMNO77,Male,0,Yes,No,18.0,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,326.87,No
1777-LMNO10,Male,0,No,No,1.0,DSL,No,Yes,Month-to-month,No,Credit card (automatic),44.5,37.68,No
1778-LMNO33,Male,0,Yes,Yes,30.0,Fiber optic,Yes,No,One year,No,Mailed check,77.29,2319.12,No
1779-ABCD22,Male,0,Yes,No,8.0,Fiber optic,Yes,No,Month-to-month,No,Mailed check,88.12,706.83,Yes
1780-LMNO20,Female,0,Yes,No,59.0,Fiber optic,Yes,No,One year,No,Mailed check,83.98,4959.82,No
1781-LMNO26,Male,0,Yes,No,1.0,DSL,Yes,No,Month-to-month,No,Electronic check,56.9,54.17,No
1782-LMNO91,Male,0,Yes,No,10.0,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),67.0,670.81,Yes
1783-WXYZ33,Male,0,No,No,1.0,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,12.22,No
1784-WXYZ28,Female,1,No,No,3.0,DSL,No,No,Month-to-month,No,Electronic check,44.16,,Yes
1785-ABCD94,Female,0,Yes,Yes,59.0,Fiber optic,No,Yes,Two year,No,Credit card (automatic),62.79,3706.42,No
1786-ABCD26,Male,0,Yes,Yes,64.0,Fiber optic,No,Yes,Two year,Yes,Electronic check,63.24,4057.7,No
1787-ABCD45,Male,0,No,No,1.0,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.46,57.76,No
1788-WXYZ28,Male,0,Yes,No,,Fiber optic,Yes,Yes,Two year,No,Mailed check,81.9,4498.42,No
1789-LMNO73,Female,0,Yes,No,2.0,DSL,No,No,Month-to-month,No,Bank transfer (automatic),42.68,79.72,No
1790-LMNO20,Female,0,No,Yes,13.0,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,237.08,Yes
1791-WXYZ54,Female,1,Yes,No,53.0,Fiber optic,No,Yes,One year,Yes,Mailed check,67.42,3576.86,No
1792-LMNO21,Female,0,Yes,Yes,18.0,Fiber optic,No,No,One year,Yes,Credit card (automatic),65.79,1184.49,No
1793-WXYZ30,Male,1,Yes,No,71.0,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.91,1696.56,No
1794-WXYZ20,Female,0,No,No,47.0,Fiber optic,No,No,One year,No,Credit card (automatic),65.5,3081.11,No
1795-LMNO14,Female,0,Yes,Yes,1.0,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),75.02,69.86,Yes
1796-ABCD65,Male,0,Yes,No,36.0,Fiber optic,No,No,One year,Yes,Credit card (automatic),78.71,2838.7,No
1797-ABCD55,Male,0,Yes,Yes,34.0,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.83,879.99,No
1798-WXYZ21,Female,0,No,No,25.0,No,No internet service,No internet service,One year,No,Mailed check,18.0,445.97,No
1799-WXYZ26,Female,0,Yes,No,4.0,Fiber optic,No,No,Month-to-month,Yes,Mailed check,72.6,289.98,Yes
1800-LMNO28,Male,0,Yes,No,49.0,DSL,No,Yes,One year,Yes,Credit card (automatic),40.18,1986.17,No
1801-WXYZ57,Female,0,No,No,31.0,Fiber optic,Yes,Yes,One year,No,Electronic check,80.87,2505.5,No
1802-WXYZ64,Female,0,No,No,8.0,DSL,Yes,No,Month-to-month,No,Credit card (automatic),56.21,452.5,Yes
1803-WXYZ84,Male,0,Yes,No,24.0,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.68,2060.49,Yes
1804-ABCD71,Male,0,Yes,No,47.0,Fiber optic,Yes,No,Two year,No,Bank transfer (automatic),80.63,3790.57,No
1805-LMNO24,Male,0,No,No,3.0,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.19,58.56,Yes
1806-LMNO84,Female,0,No,No,9.0,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.31,818.15,Yes
1807-ABCD90,Male,0,Yes,Yes,4.0,Fiber optic,No,No,Month-to-month,Yes,Electronic check,64.49,257.09,Yes
1808-LMNO62,Male,0,Yes,No,27.0,No,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,485.29,No
1809-WXYZ91,Female,0,Yes,Yes,58.0,DSL,No,Yes,Two year,Yes,Mailed check,41.8,2430.78,No
1810-LMNO56,Female,0,Yes,No,45.0,DSL,No,No,One year,Yes,Electronic check,52.14,,No
1811-LMNO13,Male,0,No,No,26.0,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.44,618.5,No
1812-LMNO44,Male,0,Yes,No,38.0,DSL,Yes,Yes,One year,No,Bank transfer (automatic),55.73,2115.99,No
1813-LMNO82,Male,1,No,No,41.0,Fiber optic,Yes,No,One year,Yes,Credit card (automatic),79.77,3275.82,No
1814-ABCD90,Female,0,No,No,48.0,Fiber optic,No,Yes,One year,Yes,Mailed check,71.62,3439.16,No
1815-ABCD81,Female,0,Yes,Yes,10.0,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.49,699.51,Yes
1816-LMNO72,Male,0,Yes,Yes,36.0,Fiber optic,Yes,No,One year,Yes,Bank transfer (automatic),88.11,3164.54,No
1817-WXYZ76,Female,0,No,No,1.0,DSL,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.22,37.61,Yes
1818-LMNO78,Female,1,Yes,No,5.0,Fiber optic,No,No,Month-to-month,No,Electronic check,69.58,347.19,Yes
1819-ABCD56,Female,0,No,No,7.0,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,64.48,446.89,Yes
1820-WXYZ70,Female,0,No,No,57.0,Fiber optic,No,No,Two year,Yes,Credit card (automatic),75.64,4317.66,No
1821-LMNO89,Male,1,Yes,No,24.0,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,78.81,1898.88,Yes
1822-WXYZ31,Male,0,Yes,No,61.0,DSL,No,No,Two year,Yes,Credit card (automatic),44.57,2717.84,No
1823-ABCD95,Female,0,Yes,No,17.0,Fiber optic,No,Yes,Month-to-month,No,Electronic check,68.57,1173.34,Yes
1824-LMNO76,Female,0,No,No,49.0,Fiber optic,Yes,No,One year,Yes,Credit card (automatic),80.82,3962.31,No
1825-WXYZ19,Female,0,No,No,2.0,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,26.19,No
1826-WXYZ73,Male,0,No,No,6.0,DSL,Yes,Yes,Month-to-month,No,Bank transfer (automatic),62.84,366.88,Yes
1827-WXYZ30,Female,0,No,No,24.0,DSL,Yes,No,One year,Yes,Mailed check,56.17,1349.79,No
1828-WXYZ50,Female,0,Yes,Yes,41.0,DSL,Yes,Yes,One year,Yes,Credit card (automatic),59.38,2433.81,No
1829-LMNO65,Male,0,No,No,68.0,DSL,Yes,No,Two year,No,Mailed check,62.43,4240.58,No
1830-WXYZ66,Male,0,No,No,29.0,Fiber optic,No,Yes,One year,No,Bank transfer (automatic),78.76,2286.22,No
1831-WXYZ56,Female,0,No,No,44.0,Fiber optic,No,No,One year,Yes,Electronic check,71.5,,No
1832-LMNO28,Female,0,Yes,Yes,48.0,DSL,No,Yes,Two year,Yes,Bank transfer (automatic),48.6,2333.16,No
1833-WXYZ17,Male,1,No,No,9.0,Fiber optic,No,No,Month-to-month,No,Credit card (automatic),71.31,639.67,Yes
1834-WXYZ80,Female,0,No,No,6.0,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,83.97,500.32,Yes
1835-WXYZ16,Male,0,No,No,9.0,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.88,749.0,Yes
1836-LMNO74,Male,0,No,No,1.0,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,69.42,73.49,Yes
1837-ABCD46,Female,0,No,No,43.0,No,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,771.87,No
1838-ABCD24,Female,0,No,No,5.0,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),83.36,416.11,No
1839-ABCD22,Female,1,No,No,13.0,Fiber optic,No,No,Month-to-month,Yes,Mailed check,72.19,936.43,No
1840-ABCD69,Female,0,No,No,9.0,DSL,No,No,Month-to-month,No,Electronic check,41.32,379.9,Yes
1841-ABCD10,Male,1,Yes,No,43.0,DSL,Yes,No,One year,Yes,Bank transfer (automatic),67.26,2885.08,No
1842-LMNO75,Female,0,Yes,No,34.0,DSL,Yes,No,Month-to-month,Yes,Electronic check,60.63,2064.85,Yes
1843-LMNO32,Male,0,Yes,Yes,32.0,Fiber optic,No,No,Month-to-month,Yes,Mailed check,69.34,2223.23,No
1844-ABCD43,Male,0,No,No,71.0,DSL,Yes,Yes,One year,No,Electronic check,64.18,4553.09,No
1845-WXYZ87,Male,0,No,No,42.0,DSL,No,No,Two year,Yes,Mailed check,47.82,2011.47,No
1846-WXYZ84,Male,0,No,No,9.0,Fiber optic,No,No,Month-to-month,Yes,Electronic check,75.66,680.09,No
1847-LMNO81,Male,0,Yes,Yes,20.0,Fiber optic,Yes,Yes,One year,Yes,Electronic check,91.64,1836.87,No
1848-LMNO23,Male,0,Yes,No,1.0,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.33,22.48,Yes
1849-ABCD54,Male,1,Yes,Yes,45.0,Fiber optic,No,No,Two year,No,Bank transfer (automatic),72.28,3253.95,No
1850-WXYZ54,Male,0,Yes,Yes,3.0,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,64.82,194.82,Yes
1851-ABCD92,Female,0,No,No,48.0,Fiber optic,Yes,No,Two year,Yes,Electronic check,83.81,4025.59,No
1852-LMNO25,Male,0,Yes,No,43.0,Fiber optic,No,No,Two year,No,Bank transfer (automatic),78.19,3350.26,No
1853-WXYZ49,Male,0,No,No,71.0,Fiber optic,No,No,Two year,Yes,Credit card (automatic),71.3,5058.71,No
1854-ABCD43,Female,0,No,No,2.0,Fiber optic,No,No,Month-to-month,Yes,Electronic check,67.83,138.59,Yes
1855-WXYZ25,Female,1,Yes,No,26.0,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),82.28,2148.04,No
1856-WXYZ69,Female,0,No,No,24.0,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),64.61,1555.88,No
1857-WXYZ75,Male,0,Yes,No,52.0,Fiber optic,No,Yes,Two year,Yes,Electronic check,74.6,3881.22,No
1858-WXYZ22,Female,0,Yes,No,66.0,DSL,Yes,Yes,Two year,Yes,Mailed check,57.74,3806.6,No
1859-LMNO40,Male,0,No,No,46.0,No,No internet service,No internet service,Two year,Yes,Mailed check,18.0,829.49,No
1860-WXYZ48,Male,0,No,No,27.0,Fiber optic,Yes,No,One year,Yes,Bank transfer (automatic),80.65,2180.48,No
1861-LMNO17,Male,0,Yes,Yes,24.0,No,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,440.9,No
1862-LMNO87,Female,0,Yes,Yes,51.0,DSL,No,No,Month-to-month,No,Credit card (automatic),48.53,2470.6,No
1863-WXYZ64,Male,0,Yes,No,20.0,DSL,Yes,No,Month-to-month,No,Bank transfer (automatic),58.81,1174.31,No
1864-LMNO62,Male,0,Yes,Yes,15.0,Fiber optic,No,No,Month-to-month,No,Mailed check,63.86,967.95,No
1865-LMNO74,Male,0,No,Yes,53.0,No,No internet service,No internet service,One year,No,Electronic check,26.94,1426.83,No
1866-ABCD39,Female,0,No,No,60.0,No,No internet service,No internet service,Two year,Yes,Electronic check,20.23,1216.25,No
1867-ABCD22,Female,0,Yes,Yes,37.0,Fiber optic,Yes,No,One year,Yes,Mailed check,73.79,2724.93,No
1868-ABCD28,Male,0,No,No,61.0,DSL,Yes,No,Two year,Yes,Mailed check,63.61,3878.5,No
1869-ABCD28,Female,0,Yes,Yes,53.0,DSL,No,No,Two year,Yes,Bank transfer (automatic),39.95,2118.98,No
1870-ABCD34,Female,0,Yes,Yes,10.0,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.98,877.9,Yes
1871-WXYZ40,Female,0,No,No,4.0,DSL,No,Yes,Month-to-month,Yes,Electronic check,47.53,191.03,No
1872-ABCD64,Male,0,No,No,32.0,Fiber optic,Yes,No,One year,Yes,Bank transfer (automatic),85.69,2743.36,No
1873-LMNO41,Female,0,No,No,28.0,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,78.74,2205.07,No
1874-WXYZ83,Male,0,No,No,11.0,Fiber optic,No,Yes,Month-to-month,No,Mailed check,63.84,698.49,Yes
1875-WXYZ81,Female,0,No,No,13.0,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),44.76,586.02,No
1876-WXYZ61,Male,0,Yes,No,55.0,DSL,No,No,Two year,Yes,Mailed check,40.29,2216.86,No
1877-WXYZ23,Male,1,No,No,6.0,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.1,153.27,No
1878-WXYZ37,Male,1,No,No,33.0,DSL,Yes,No,One year,Yes,Credit card (automatic),59.49,1959.14,No
1879-WXYZ62,Female,0,Yes,No,47.0,Fiber optic,No,No,Two year,Yes,Bank transfer (automatic),64.98,3048.91,No
1880-LMNO31,Male,0,No,No,54.0,Fiber optic,No,Yes,One year,Yes,Electronic check,74.99,4055.48,No
1881-WXYZ72,Female,0,No,No,43.0,No,No internet service,No internet service,One year,No,Mailed check,18.0,770.43,No
1882-ABCD68,Male,0,Yes,No,38.0,DSL,No,No,One year,No,Electronic check,44.34,1680.37,No
1883-LMNO17,Female,0,No,No,64.0,DSL,Yes,No,Month-to-month,Yes,Bank transfer (automatic),62.78,4012.97,No
1884-WXYZ21,Female,1,Yes,No,2.0,Fiber optic,No,Yes,Month-to-month,Yes,Credit card (automatic),64.86,119.77,Yes
1885-LMNO40,Female,0,No,No,51.0,DSL,Yes,No,Two year,Yes,Bank transfer (automatic),57.84,2960.86,No
1886-WXYZ43,Female,1,Yes,Yes,7.0,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),66.63,466.85,Yes
1887-WXYZ84,Female,0,No,No,40.0,Fiber optic,No,Yes,One year,No,Credit card (automatic),64.38,2570.77,No
1888-ABCD85,Male,0,Yes,No,1.0,DSL,No,No,Month-to-month,No,Credit card (automatic),45.38,43.66,Yes
1889-ABCD88,Female,0,Yes,No,11.0,DSL,No,No,Month-to-month,Yes,Electronic check,49.26,535.58,Yes
1890-ABCD35,Male,0,Yes,No,72.0,Fiber optic,No,No,Two year,No,Credit card (automatic),80.02,5762.36,No
1891-WXYZ95,Female,0,No,No,50.0,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.81,1189.74,No
1892-WXYZ90,Female,0,No,No,13.0,DSL,Yes,No,Month-to-month,No,Electronic check,58.65,768.02,Yes
1893-LMNO97,Male,0,No,No,41.0,Fiber optic,Yes,No,Two year,No,Credit card (automatic),90.57,3709.87,No
1894-WXYZ17,Male,0,No,No,46.0,No,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,829.81,No
1895-ABCD15,Male,0,Yes,No,21.0,Fiber optic,No,Yes,Month-to-month,No,Bank transfer (automatic),67.32,1413.81,Yes
1896-ABCD53,Female,0,Yes,No,29.0,No,No internet service,No internet service,One year,Yes,Credit card (automatic),24.76,713.76,No
1897-ABCD73,Female,0,No,No,52.0,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,937.8,No
